,Australia,Brazil,Canada,Colombia,France,Indonesia,Israel,Japan,"Korea, Republic of",Mexico,New Zealand,Norway,Portugal,Sweden,Switzerland,United Kingdom,United States
2012Q3,2321.91897,3513.93333333333,253.2,1448.3212333333333,1282.2266666666671,100.8358,1299.6765233333335,1160.0712899999999,1234.9170000000001,1362.63911,2590.1999299999998,1217.0333333333338,1294.9350000000004,4274.4433333333345,1318.7683,1221.5666666666662,230.296666666667
2012Q4,2325.66765,3576.52666666667,252.60000000000002,1452.0298333333321,1287.4399999999991,101.558133333333,1304.3467666666668,1159.7970366666668,1238.0993333333336,1369.77617,2586.6999299999993,1233.6666666666674,1309.5159999999998,4285.446666666667,1323.3814333333335,1246.0000000000002,230.379666666667
2013Q1,2329.79267,3653.69333333333,254.53333333333302,1464.1170000000018,1280.6600000000005,103.203333333333,1293.3834799999993,1154.019493333333,1245.7466666666664,1387.492773333333,2597.9999299999995,1234.7333333333331,1295.0783333333327,4283.853333333335,1315.9591333333353,1250.3999999999999,231.739666666667
2013Q2,2336.6193599999997,3704.94666666667,255.53333333333302,1476.628333333333,1289.9366666666665,104.24,1309.3501666666673,1163.2248433333332,1244.3090000000007,1399.5367300000005,2598.5999299999994,1246.033333333334,1315.2999999999993,4300.65,1324.9337000000007,1260.7,232.993333333333
2013Q3,2347.88116,3727.32333333333,255.566666666667,1483.7331999999988,1289.430000000001,108.773333333333,1320.1878766666664,1164.9228233333333,1248.8616666666667,1403.5636466666679,2607.29993,1247.6000000000001,1304.3076666666675,4303.35,1316.5961999999995,1264.4000000000005,233.874
2013Q4,2353.7967,3785.43333333333,254.833333333333,1484.455666666667,1296.7633333333335,109.433333333333,1328.037176666667,1169.88883,1250.502333333333,1419.0692166666677,2608.7999299999997,1257.9333333333334,1312.6776666666674,4310.13,1320.3257333333322,1279.2666666666669,233.221333333333
2014Q1,2369.56973,3865.86666666667,257.866666666667,1500.478366666667,1293.2733333333326,111.213333333333,1315.2195100000015,1166.3733966666666,1258.933333333333,1442.9222866666669,2617.49993,1260.5999999999997,1298.507000000001,4291.990000000002,1312.2043999999999,1280.333333333333,234.996666666667
2014Q2,2375.59308,3941.79,261.566666666666,1516.8638,1301.3700000000006,111.63,1322.233633333333,1200.8925533333322,1263.5006666666663,1447.976366666666,2619.8999299999996,1270.4999999999995,1315.5290000000007,4316.063333333334,1322.497366666666,1289.0333333333326,237.771666666667
2014Q3,2376.6629599999997,3972.86,261.833333333333,1522.2386000000001,1296.6266666666668,113.506666666667,1315.8346800000004,1199.6467066666673,1266.3020000000004,1457.95461,2622.7999299999997,1273.7666666666667,1303.931333333334,4309.203333333335,1314.1723666666664,1288.7999999999995,238.044333333333
2014Q4,2384.22948,4032.11333333333,261.866666666667,1529.0059333333318,1299.463333333333,116.52,1317.773413333333,1200.3205433333328,1261.2859999999994,1471.5820233333332,2621.09993,1282.0333333333333,1315.263,4319.636666666666,1319.194366666667,1298.8999999999999,236.132
2015Q1,2388.25243,4161.93333333333,1373.1756366666682,1555.0133333333322,1290.9000000000008,118.49,1300.0424699999994,1192.0160133333334,1296.4533333333343,1479.27568,2628.600009999999,1282.6666666666667,1302.6373333333336,4315.013333333333,1306.2899333333319,1292.8333333333337,234.849333333333
2015Q2,2390.4606400000002,4277.39666666667,1388.4563966666672,1578.686666666667,1306.0866666666661,119.516666666667,1313.3009699999996,1202.5254466666647,1299.053333333333,1484.14391,2632.700009999999,1297.5333333333326,1327.0709999999995,4339.656666666665,1310.4892666666663,1299.5666666666677,237.680666666667
2015Q3,2385.7898,4351.29333333333,1395.4801066666662,1591.233333333333,1299.7900000000002,121.553333333333,1311.6479000000018,1201.59603,1303.386666666666,1491.9843533333337,2635.800009999999,1302.3333333333337,1317.6773333333344,4341.493333333335,1299.5136000000002,1300.2333333333331,238.305
2015Q4,2393.13165,4449.85666666667,1393.4246366666666,1614.4233333333339,1303.2333333333336,122.126666666667,1306.9538533333334,1203.6847333333346,1301.1333333333343,1503.891993333335,2630.300009999999,1317.4333333333343,1327.2026666666657,4349.916666666666,1303.1969333333332,1307.2666666666664,237.233
2016Q1,2398.2791,4584.11,1397.867196666667,1665.309999999999,1293.0033333333338,123.626666666667,1291.04399,1194.2224566666662,1309.0066666666653,1516.7048599999994,2640.400009999999,1325.8,1316.6250000000007,4355.829999999999,1294.4520333333332,1303.8333333333342,237.386333333333
2016Q2,2405.06982,4668.62433333333,1412.7684999999992,1692.7300000000012,1309.5933333333355,123.653333333333,1303.8989533333338,1203.541793333333,1313.16,1519.9913566666673,2644.3000099999995,1341.5333333333338,1336.450333333333,4380.3033333333315,1305.9674999999995,1310.5333333333338,240.169333333333
2016Q3,2408.41531,4731.08666666667,1414.2401000000011,1707.7300000000012,1305.5399999999986,125.23,1303.380869999999,1199.420770000001,1317.0999999999983,1530.595703333334,2649.900009999999,1352.5666666666652,1327.4360000000006,4384.973333333335,1296.8826333333334,1315.100000000001,240.968333333333
2016Q4,2414.3002100000003,4763.32666666667,1411.6290000000001,1714.4399999999991,1310.6200000000006,126.16,1301.832039999999,1203.533093333334,1319.8966666666672,1550.3240966666667,2653.6000099999987,1363.4333333333338,1340.0089999999996,4406.773333333333,1297.7914999999996,1326.5333333333333,241.504666666667
