Date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WMT,XOM,^GSPC
2017-08-11,0.010864861263595668,-0.019735163945122924,-0.006030079346206601,-0.013204417437724325,-0.010431579039569755,-0.008024096886893496,-0.01276248738731336,-0.05438199825995513,-0.022755002100883666,-0.024850374070589612,0.013848057759619545,-0.012626784616429545,-0.011916450056854435,-0.0006007736420773517,-0.02420699543651383,0.0019760682684454352,0.02237169599942613,-0.008074883903692782,-0.011476010641009707,-0.002479681667341473,-0.013307650387171296,-0.011661038276367528,0.007362244364476096,-0.011711531303663814,-0.009590178976115553,-0.03859862533976316,-0.007961063241608543,-0.01753162343561897,0.005275807924261769,-0.01560454108571936,-0.014440643748309051
2017-08-04,0.04505651599113124,0.013702831643101876,-0.01486519946660287,0.0021886636390822207,0.008843993349911363,0.018238126052132778,-0.023737495543248343,-0.020859906290212803,0.009744765877803976,0.027262350432122,0.03104991628024988,0.006011502793657167,0.03513029243323828,0.010036585816478507,0.02573955186454301,-0.011146394741660308,-0.013110911575258639,0.038937550542568936,-0.015879635745910534,-0.004941006449870631,0.01840801850856348,0.02439369546023459,0.005086245016650143,0.019307746461937184,0.01932558142488661,0.021801454174203098,0.017396929371240707,0.020031666404435176,0.008359959080231474,0.0076341515304291716,0.001911516740800324
2017-07-28,-0.005137349863613508,-0.00927282898387036,0.12867028117953347,0.06808557816547377,-0.010101095986503933,0.04608851731405216,-0.0021554034016759037,0.026447089141806095,-0.014774724151022408,0.015458105622039505,0.009703927261736025,-0.019151623883515087,0.01656235819442838,-0.025903469189127382,0.004281721470149218,0.02152980859250233,0.012461070788268488,-0.055699768258978655,0.02335596109324598,-0.010215984644405913,-0.021582409305294526,-0.0099054463418945,0.017895545238682784,0.016326222448496266,-0.0032904477577673633,-0.0381296807039003,-0.004528269372968933,0.08054691626659514,0.04694364827892692,-0.006511492408254505,-0.0001779466205716644
2017-07-21,0.00821905252647747,0.0036284584676300087,0.017259414770187137,-0.01305354355777183,0.013278728148707003,-0.011459531139536851,-0.0024809739815419506,0.018852477246131275,-0.033026383030306646,-0.03752841575734253,-0.04160457812768802,-0.047533189922446414,0.0014406725838389792,0.020231304494049394,-0.014852309792268007,0.007802937905062701,-0.0087969584971422,-0.002884640065509988,-0.006842257470717251,0.013782056178271836,0.03306788760767091,0.0014945053123041115,0.025002664597922067,-0.004544186024944544,0.025775194152439247,0.0006479870567115501,0.027173076005714333,0.015263970858634788,-0.00249187080705434,-0.014374382478638353,0.005381412043758847
2017-07-14,0.033152199218614974,0.011202251388553115,0.02988927722756879,0.017154642738151142,0.016688448923775343,0.009137792626136166,0.03262076373492071,0.01698611958725176,0.023806187093393487,0.014629709076671767,0.0042608238422743,0.008464239602061474,0.02333833244558824,0.00045268915479543996,-0.017195458801279005,0.006511777882652788,-0.0063553736011576975,0.010347576663718867,-0.0015845194126135195,0.0466901455248226,0.0003448870529099869,0.002395954852234994,-0.006294778097000483,-0.011467538422124914,-0.005655529117792926,0.006503583477138676,0.031545733719449534,0.0018382587685920162,0.013318562510830417,0.013127071008183177,0.013958845671154655
2017-07-07,0.0011102625704930646,0.004835209171411211,0.023094087842914078,-0.005037821438763203,-0.0035624817711487405,-0.008084001295276599,0.0162224815596394,-0.02055219637460513,-0.032357977293592376,0.015117265631416174,-0.007656341024593395,-0.005802488384468839,0.004140706908484603,0.001888004285599744,0.031937718536282494,-0.010309347593368802,0.02010215329636023,0.006702088405896653,-0.014617093716459436,0.007659536021592217,-0.017439320412210076,-0.007170621040734055,0.005720852773275059,0.005045332007767303,0.013605700084067474,0.004086308365969384,0.0014917317868813266,-0.013747547244402376,-0.004635512934798198,-0.00633739171328466,0.0007301174715033526
2017-06-30,-0.015570409227157665,0.024271295999230863,-0.02240201615759008,0.03167062158642081,-0.02492637322201541,-0.006401378507703923,-0.0034631394569620516,0.017948368990844035,-0.020521057231181066,0.02145424720658442,0.013718150574143646,-0.0018185131202849804,-0.013249034400410952,-0.03081518170618336,0.05094789519064667,-0.008879126234219074,-0.009616675707870137,-0.022371409822896694,-0.03178782807102549,-0.03254174705350121,0.11007976943242535,-0.017119712271301282,-0.025713569757863958,-0.008891084863231393,0.0009172472163169376,-0.0009004216144684502,-0.0190120110767059,-0.016213590962204188,0.011161498476922872,-0.010841547781552241,-0.006125492338279366
2017-06-23,0.02779588728010276,0.0094092517487069,0.029048571180010533,-0.03297254011034705,0.0144384147016182,-0.031406359366145796,-0.018108965706831563,-0.010959293083568297,-0.050567604950768674,-0.021048594853215405,-0.03461947315255247,-0.008207141781119165,-0.02939698502014806,0.015363231545447423,0.00785945906771157,-0.0013251106032946159,0.017285066328172723,-0.0015957716851301095,0.049417672793696944,0.01713800190170277,0.033673216402579455,0.03574992490705103,-0.0026804156399521366,-0.01384695760021605,0.019734585886352463,0.014754036376347797,0.014861975791106393,-0.026952314374477513,-0.005330493798531162,-0.022774983427214675,0.0021144213614290074
2017-06-16,-0.04608535843242459,0.014095173223096828,0.033175159099746436,0.01573656306860408,0.008254003528565892,0.01816111381913298,-0.005200430669374933,-0.001042052827476738,0.04563694424507883,-0.0028362607645798813,0.023773677331446304,0.008271983753098415,-0.014100584231982734,0.021213424843111773,-0.009010121581606008,0.007975217830999555,0.003361185477802918,0.030037777406445938,-0.01497389436590093,-0.0045610113275624505,-0.045149233934483675,0.006084646514301906,0.016871341433688382,0.03306539822949381,0.005057584291290161,-0.0017422246981326891,-0.00413289422341023,-0.0019281855671052796,-0.0540671994488805,0.01642344278177137,0.0005672784173752105
2017-06-09,-0.04251203659575875,0.02292291461250976,-0.001051953234020083,-0.0002831924924017981,-0.019258664386794157,0.031409206476303894,0.0292536202859445,-0.014661882609024481,0.0021497649330654957,0.04191091398285099,-0.015504179394832522,0.013392407047918154,-0.016937849136492503,0.011085293703204789,0.05095445788369507,-0.012498760517590657,-0.014809319815958325,0.0011120858219378698,-0.016633683643751493,-0.02027099224429893,0.009019208161274906,0.007043358060038755,-0.0048655278712068555,0.006461001315004985,0.011473071879082681,-0.01219329646215617,-0.016674960328425026,0.006011173696220777,-0.0025152329312714897,0.03254632958458619,-0.002997451500705972
